21005	7.847247	0.633593	3
23211	11.643795	0.420079	3
72840	11.417017	0.737138	1
906	3.350972	0.882016	2
7569	0.982962	1.493716	2
28377	2.886792	0.834056	1
50381	3.585532	1.130819	1
5511	2.495488	1.651164	2
2765	5.539529	0.015372	2
41058	1.786525	0.953726	1
0	4.008595	1.388762	2
39744	10.838370	0.423094	3
42020	6.046131	0.226118	1
62738	2.211222	0.413731	1
3499	1.369001	1.512706	2
57666	2.312919	1.572523	1
4899	3.115816	0.095133	2
57375	4.959695	0.828838	1
83511	18.371440	0.734433	1
53783	4.644234	0.046306	1
34542	7.331542	0.415553	3
39906	5.610236	1.597285	3
6413	0.000000	1.646405	2
23572	2.343554	1.019526	1
11128	3.888180	0.171657	2
8919	3.062131	0.137293	2
9337	5.060384	1.539796	2
17145	8.612602	0.933664	3
35260	5.505139	0.475947	1
13647	4.042153	0.835667	2
4175	2.813012	0.316913	2
69847	10.714716	1.502446	1
33434	8.222435	1.315456	3
9586	3.639022	1.562356	2
16286	9.715036	1.460084	3
67012	7.716387	0.337412	1
35996	11.332742	0.189232	3
25961	10.681950	1.584153	3
10975	5.410174	0.895951	2
66529	7.372359	0.982265	1
18311	9.088557	0.291691	2
9251	0.000000	0.031905	2
39686	13.706717	0.363404	3
29601	9.870093	0.979188	3
46527	0.288800	1.426948	1
32559	3.077780	0.812877	1
50736	3.980719	1.506709	1
9410	3.552280	1.557137	2
8830	5.073946	1.223379	2
43086	3.196792	0.102080	1
33860	13.483511	1.294042	3
27465	2.650900	0.597440	1
41400	8.273769	0.573989	3
49153	2.467180	0.499026	1
76120	3.660072	1.035568	1
79814	18.310870	0.224386	1
8063	6.471829	0.066208	2
33724	11.783464	0.533431	3
14154	0.279803	0.889686	2
9583	4.248537	0.519491	2
71014	10.297752	1.374296	1
43603	11.860475	0.788579	3
29350	9.284518	0.981089	3
8075	6.326277	1.699824	2
69928	15.336886	0.566503	1
69930	10.366664	0.484106	1
22278	6.582209	1.393729	3
15485	3.944607	1.020255	2
70230	8.547858	0.771152	1
34423	8.341044	0.423882	3
44971	2.855174	1.577468	1
7129	4.044196	0.306387	2
71609	7.458141	0.791786	1
22671	10.875684	1.069148	3
32619	1.947017	1.664605	1
48133	13.697136	1.372407	3
1985	6.106476	1.328963	2
46573	11.503552	0.967932	3
16654	2.077280	1.118254	2
7783	7.255097	0.668619	3
19744	11.514110	0.370607	3
68106	14.074187	1.115158	1
12772	5.578424	1.354883	2
41198	1.116958	1.286631	1
31631	10.946525	1.533072	3
28642	10.118247	0.329008	3
75840	11.349721	0.981804	1
8747	3.011675	0.233038	2
73246	13.017279	0.296916	1
9003	2.403207	0.547406	2
67494	10.198856	1.501519	1
41204	12.885832	0.835942	3
6575	4.776259	0.773138	2
16469	3.978463	0.144011	2
3502	2.792354	1.306309	2
28156	9.870841	1.280124	3
8608	8.214695	1.055537	3
35507	10.485874	1.000606	3
3797	0.370638	0.382223	2
33052	9.786537	0.788766	3
33622	7.325205	0.218146	3
6741	0.099084	0.038189	2
76100	14.510442	1.019743	1
56678	1.858955	1.380495	1
2542	5.165968	0.286729	2
4459	6.061600	0.857189	2
11843	1.733371	1.224812	2
24673	9.321350	0.625769	3
46114	8.521043	1.679122	3
71203	11.819290	1.200430	1
8089	5.189030	0.011797	2
71659	13.716153	0.695059	1
38166	9.029543	0.891693	3
11443	3.288670	0.359678	2
40697	8.060059	1.074195	3
39057	10.515869	0.408568	3
64804	11.591861	0.182432	1
36719	8.138628	1.143928	3
4191	3.555939	0.007598	2
84171	13.103857	1.434220	1
18191	4.132517	1.378498	2
22157	3.544575	1.073183	1
44673	3.766986	1.412368	1
49617	2.359289	0.323644	1
67647	11.500483	0.072986	1
5464	8.514249	0.106192	3
13362	0.988825	0.775385	2
29479	11.239991	1.574808	3
6725	0.592123	1.181778	2
